,Name,Symbol
7140,AT&T Inc. 5.350% Global Notes due 2066,TBB
7141,The Bancorp Inc Common Stock,TBBK
7142,AT&T Inc. 5.625% Global Notes due 2067,TBC
7143,Thunder Bridge Capital Partners III Inc. Class A Common Stock,TBCP
7144,Thunder Bridge Capital Partners III Inc. Warrant,TBCPW
7145,TrueBlue Inc. Common Stock,TBI
7146,Triumph Bancorp Inc. Common Stock,TBK
7147,Triumph Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,TBKCP
7148,Taboola.com Ltd. Ordinary Shares,TBLA
7149,Thornburg Income Builder Opportunities Trust Common Stock,TBLD
7150,ToughBuilt Industries Inc. Common Stock,TBLT
7151,ToughBuilt Industries Inc. Warrant,TBLTW
7152,Territorial Bancorp Inc. Common Stock,TBNK
7153,Theravance Biopharma Inc. Ordinary Shares,TBPH
7154,TB SA Acquisition Corp Unit,TBSAU
7155,TB SA Acquisition Corp Warrant,TBSAW
7156,TuanChe Limited American Depositary Shares,TC
7157,TC Bancshares Inc. Common Stock,TCBC
7158,Texas Capital Bancshares Inc. Common Stock,TCBI
7159,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,TCBIO
7160,TriCo Bancshares Common Stock,TCBK
7161,TC BioPharm (Holdings) plc American Depositary Shares,TCBP
7162,Texas Community Bancshares Inc. Common Stock,TCBS
7163,Third Coast Bancshares Inc. Common Stock,TCBX
7164,Tricida Inc. Common Stock,TCDA
7165,The Community Financial Corporation Common Stock,TCFC
7166,Transcontinental Realty Investors Inc. Common Stock,TCI
7167,Tactile Systems Technology Inc. Common Stock,TCMD
7168,Tricon Residential Inc. Common Shares,TCN
7169,Trajectory Alpha Acquisition Corp. Class A Common Stock,TCOA
7170,Trip.com Group Limited American Depositary Shares,TCOM
7171,TRACON Pharmaceuticals Inc. Common Stock,TCON
7172,BlackRock TCP Capital Corp. Common Stock,TCPC
7173,TCR2 Therapeutics Inc. Common Stock,TCRR
7174,Alaunos Therapeutics Inc. Common Stock,TCRT
7175,TScan Therapeutics Inc. Common Stock,TCRX
7176,Container Store (The) Common Stock,TCS
7177,TCV Acquisition Corp. Class A Ordinary Shares,TCVA
7178,Tucows Inc. Class A Common Stock,TCX
7179,Toronto Dominion Bank (The) Common Stock,TD
7180,Teradata Corporation Common Stock,TDC
7181,TDCX Inc. American Depositary Shares each representing one Class A ordinary share,TDCX
7182,Templeton Dragon Fund Inc. Common Stock,TDF
7183,Transdigm Group Incorporated Common Stock,TDG
7184,Teladoc Health Inc. Common Stock,TDOC
7185,Telephone and Data Systems Inc. Common Shares,TDS
7186,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,TDS^U
7187,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,TDS^V
7188,ThredUp Inc. Class A Common Stock,TDUP
7189,Tidewater Inc. Common Stock,TDW
7190,Teledyne Technologies Incorporated Common Stock,TDY
7191,Ecofin Sustainable and Social Impact Term Fund,TEAF
7192,Atlassian Corporation Plc Class A Ordinary Shares,TEAM
7193,Bio-Techne Corp Common Stock,TECH
7194,Teck Resources Ltd Ordinary Shares,TECK
7195,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,TECTP
7196,Tarena International Inc. American Depositary Shares,TEDU
7197,Telefonica SA Common Stock,TEF
7198,Templeton Emerging Markets Income Fund Inc. Common Stock,TEI
7199,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,TEKK
7200,Tekkorp Digital Acquisition Corp. Warrant,TEKKW
7201,TE Connectivity Ltd. New Switzerland Registered Shares,TEL
7202,TELA Bio Inc. Common Stock,TELA
7203,Tellurian Inc. Common Stock,TELL
7204,Tellurian Inc. 8.25% Senior Notes due 2028,TELZ
7205,Tenneco Inc. Class A Voting Common Stock,TEN
7206,Tenable Holdings Inc. Common Stock,TENB
7207,Tenax Therapeutics Inc. Common Stock,TENX
7208,Telecom Argentina SA,TEO
7209,Teradyne Inc. Common Stock,TER
7210,Terns Pharmaceuticals Inc. Common Stock,TERN
7211,TESSCO Technologies Incorporated Common Stock,TESS
7212,Tech and Energy Transition Corporation Class A Common Stock,TETC
7213,Tech and Energy Transition Corporation Unit,TETCU
7214,Tech and Energy Transition Corporation Warrant,TETCW
7215,Technology & Telecommunication Acquisition Corporation Unit,TETEU
7216,Technology & Telecommunication Acquisition Corporation Warrant,TETEW
7217,Teva Pharmaceutical Industries Limited American Depositary Shares,TEVA
7218,Terex Corporation Common Stock,TEX
7219,Truist Financial Corporation Common Stock,TFC
7220,Truist Financial Corporation Depositary Shares,TFC^I
7221,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,TFC^O
7222,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,TFC^R
7223,TFF Pharmaceuticals Inc. Common Stock,TFFP
7224,TFI International Inc. Common Shares,TFII
7225,Triple Flag Precious Metals Corp. Common Shares,TFPM
7226,Terra Income Fund VI 7.00% Notes due 2026,TFSA
7227,TFS Financial Corporation Common Stock,TFSL
7228,Teleflex Incorporated Common Stock,TFX
7229,Tredegar Corporation Common Stock,TG
7230,TransGlobe Energy Corporation Ordinary Shares (Canada),TGA
7231,Target Global Acquisition I Corp. Class A Ordinary Share,TGAA
7232,Target Global Acquisition I Corp. Unit,TGAAU
7233,Target Global Acquisition I Corp. Warrant,TGAAW
7234,Transphorm Inc. Common Stock,TGAN
7235,Taseko Mines Ltd. Common Stock,TGB
7236,Textainer Group Holdings Limited Common Shares,TGH
7237,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 7.000% Series A Cumulative Redeemable Perpetual Preference Shares,TGH^A
7238,Textainer Group Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 6.250% Series B Cumulative Redeemable Perpetual Preference Shares,TGH^B
7239,Triumph Group Inc. Common Stock,TGI
7240,Treasure Global Inc. Common Stock,TGL
7241,Tecnoglass Inc. Ordinary Shares,TGLS
7242,TEGNA Inc,TGNA
7243,Kimbell Tiger Acquisition Corporation Class A Common Stock,TGR
7244,Transportadora de Gas del Sur SA TGS Common Stock,TGS
7245,Target Corporation Common Stock,TGT
7246,TG Therapeutics Inc. Common Stock,TGTX
7247,TG Venture Acquisition Corp. Class A Common Stock,TGVC
7248,Target Hospitality Corp. Common Stock,TH
7249,Thrive Acquisition Corporation Class A ordinary shares,THAC
7250,Thrive Acquisition Corporation Warrant,THACW
7251,Tenet Healthcare Corporation Common Stock,THC
7252,Tuscan Holdings Corp. II Common Stock,THCA
7253,Tuscan Holdings Corp. II Warrant,THCAW
7254,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,THCP
7255,Thunder Bridge Capital Partners IV Inc. Unit,THCPU
7256,Thunder Bridge Capital Partners IV Inc. Warrant,THCPW
7257,First Financial Corporation Indiana Common Stock,THFF
7258,Hanover Insurance Group Inc,THG
7259,International Tower Hill Mines Ltd. Ordinary Shares (Canada),THM
7260,ThermoGenesis Holdings Inc. Common Stock,THMO
7261,Thor Industries Inc. Common Stock,THO
7262,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,THQ
7263,Thermon Group Holdings Inc. Common Stock,THR
7264,Gentherm Inc Common Stock,THRM
7265,Thorne Healthtech Inc. Common Stock,THRN
7266,Theseus Pharmaceuticals Inc. Common Stock,THRX
7267,Thryv Holdings Inc. Common Stock,THRY
7268,Treehouse Foods Inc. Common Stock,THS
7269,Theratechnologies Inc. Common Shares,THTX
7270,Tekla World Healthcare Fund Shares of Beneficial Interest,THW
7271,Target Hospitality Corp. Warrant expiring 3/15/2024,THWWW
7272,Trean Insurance Group Inc. Common Stock,TIG
7273,Millicom International Cellular S.A. Common Stock,TIGO
7274,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,TIGR
7275,Instil Bio Inc. Common Stock,TIL
7276,Interface Inc. Common Stock,TILE
7277,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,TIMB
7278,Tiga Acquisition Corp. Class A Ordinary Shares,TINV
7279,Tio Tech A Class A Ordinary Share,TIOA
7280,Tio Tech A Units,TIOAU
7281,Tio Tech A Warrants,TIOAW
7282,Tiptree Inc. Common Stock,TIPT
7283,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,TIRX
7284,Team Inc. Common Stock,TISI
7285,Titan Machinery Inc. Common Stock,TITN
7286,Tivic Health Systems Inc. Common Stock,TIVC
7287,TELUS International (Cda) Inc. Subordinate Voting Shares,TIXT
7288,TJX Companies Inc. (The) Common Stock,TJX
7289,Teekay Corporation Common Stock,TK
7290,Takung Art Co. Ltd. Common Stock,TKAT
7291,Turkcell Iletisim Hizmetleri AS Common Stock,TKC
7292,Yoshitsu Co. Ltd American Depositary Shares,TKLF
7293,Alpha Teknova Inc. Common Stock,TKNO
7294,Timken Company (The) Common Stock,TKR
7295,TLG Acquisition One Corp. Class A Common Stock,TLGA
7296,TLGY Acquisition Corporation Class A Ordinary Share,TLGY
7297,TLGY Acquisition Corporation Unit,TLGYU
7298,TLGY Acquisition Corporation Warrant,TLGYW
7299,Talis Biomedical Corporation Common Stock,TLIS
7300,PT Telekomunikasi Indonesia Tbk,TLK
7301,Tilray Brands Inc. Class 2 Common Stock ,TLRY
7302,Telos Corporation Common Stock,TLS
7303,Tiziana Life Sciences Ltd. Common Shares,TLSA
7304,Tilly's Inc. Common Stock,TLYS
7305,Toyota Motor Corporation Common Stock,TM
7306,Timber Pharmaceuticals Inc. Common Stock,TMBR
7307,TMC the metals company Inc. Common Stock,TMC
7308,Treace Medical Concepts Inc. Common Stock,TMCI
7309,TMC the metals company Inc. Warrants,TMCWW
7310,Titan Medical Inc. Ordinary Shares,TMDI
7311,TransMedics Group Inc. Common Stock,TMDX
7312,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,TME
7313,Taylor Morrison Home Corporation Common Stock,TMHC
7314,Tastemaker Acquisition Corp. Class A Common Stock,TMKR
7315,Tastemaker Acquisition Corp. Unit,TMKRU
7316,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,TMKRW
7317,Thermo Fisher Scientific Inc Common Stock,TMO
7318,Tompkins Financial Corporation Common Stock,TMP
7319,Turmeric Acquisition Corp. Class A Ordinary Shares,TMPM
7320,Trilogy Metals Inc. Common Stock,TMQ
7321,TimkenSteel Corporation Common Shares,TMST
7322,T-Mobile US Inc. Common Stock,TMUS
7323,Terminix Global Holdings Inc. Common Stock,TMX
7324,Tennant Company Common Stock,TNC
7325,Tandem Diabetes Care Inc. Common Stock,TNDM
7326,TriNet Group Inc. Common Stock,TNET
7327,Tango Therapeutics Inc.,TNGX
7328,Teekay Tankers Ltd.,TNK
7329,Travel   Leisure Co. Common  Stock,TNL
7330,Tenon Medical Inc. Common Stock,TNON
7331,Tsakos Energy Navigation Ltd Common Shares,TNP
7332,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,TNP^D
7333,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,TNP^E
7334,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,TNP^F
7335,Tonix Pharmaceuticals Holding Corp. Common Stock,TNXP
7336,Tenaya Therapeutics Inc. Common Stock,TNYA
7337,Talon 1 Acquisition Corp. Class A Ordinary Shares,TOAC
7338,Talon 1 Acquisition Corp. Warrant,TOACW
7339,The Oncology Institute Inc. Common Stock,TOI
7340,The Oncology Institute Inc. Warrant,TOIIW
7341,Toll Brothers Inc. Common Stock,TOL
7342,TOMI Environmental Solutions Inc. Common Stock,TOMZ
7343,TOP Financial Group Limited Ordinary Shares,TOP
7344,TOP Ships Inc. Common Stock,TOPS
7345,Toast Inc. Class A Common Stock,TOST
7346,Tuniu Corporation American Depositary Shares,TOUR
7347,TowneBank Common Stock,TOWN
7348,Turning Point Brands Inc. Common Stock,TPB
7349,TPB Acquisition Corporation I Unit,TPBAU
7350,TPB Acquisition Corporation I Warrant,TPBAW
7351,Tutor Perini Corporation Common Stock,TPC
7352,TPG Inc. Class A Common Stock,TPG
7353,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,TPGY
7354,Tri Pointe Homes Inc. Common Stock,TPH
7355,Trinity Place Holdings Inc. Common Stock,TPHS
7356,TPI Composites Inc. Common Stock,TPIC
7357,Texas Pacific Land Corporation Common Stock,TPL
7358,Tapestry Inc. Common Stock,TPR
7359,Tempest Therapeutics Inc. Common Stock,TPST
7360,Terra Property Trust Inc. 6.00% Notes due 2026,TPTA
7361,TriplePoint Venture Growth BDC Corp. Common Stock,TPVG
7362,Tempur Sealy International Inc. Common Stock,TPX
7363,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,TPZ
7364,Tootsie Roll Industries Inc. Common Stock,TR
7365,Trine II Acquisition Corp. Class A Ordinary Shares,TRAQ
7366,Tejon Ranch Co Common Stock,TRC
7367,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,TRCA
7368,Entrada Therapeutics Inc. Common Stock,TRDA
7369,LendingTree Inc. Common Stock,TREE
7370,Trex Company Inc. Common Stock,TREX
7371,Targa Resources Inc. Common Stock,TRGP
7372,Tabula Rasa HealthCare Inc. Common Stock,TRHC
7373,Thomson Reuters Corp Ordinary Shares,TRI
7374,Trinity Biotech plc American Depositary Shares,TRIB
7375,Trinity Capital Inc. Common Stock,TRIN
7376,Trinity Capital Inc. 7.00% Notes Due 2025,TRINL
7377,TripAdvisor Inc. Common Stock,TRIP
7378,Tristar Acquisition I Corp. Class A Ordinary Shares,TRIS
7379,Troika Media Group Inc. Common Stock,TRKA
7380,Troika Media Group Inc. Warrant,TRKAW
7381,Trimble Inc. Common Stock,TRMB
7382,TORM plc Class A Common Stock,TRMD
7383,Trustmark Corporation Common Stock,TRMK
7384,Tremor International Ltd. American Depository Shares,TRMR
7385,Trinity Industries Inc. Common Stock,TRN
7386,Terreno Realty Corporation Common Stock,TRNO
7387,Transcat Inc. Common Stock,TRNS
7388,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,TRON
7389,TROOPS Inc. Ordinary Shares ,TROO
7390,T. Rowe Price Group Inc. Common Stock,TROW
7391,Tronox Holdings plc Ordinary Shares (UK),TROX
7392,TC Energy Corporation Common Stock,TRP
7393,Turquoise Hill Resources Ltd. Ordinary Shares,TRQ
7394,TriMas Corporation Common Stock,TRS
7395,TrustCo Bank Corp NY Common Stock,TRST
7396,Trio-Tech International Common Stock,TRT
7397,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,TRTL
7398,Triton International Limited Common Shares,TRTN
7399,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,TRTN^A
7400,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,TRTN^B
7401,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,TRTN^C
7402,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,TRTN^D
7403,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,TRTN^E
7404,TPG RE Finance Trust Inc. Common Stock,TRTX
7405,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,TRTX^C
7406,TransUnion Common Stock,TRU
7407,TrueCar Inc. Common Stock,TRUE
7408,Trupanion Inc. Common Stock,TRUP
7409,The Travelers Companies Inc. Common Stock,TRV
7410,trivago N.V. American Depositary Shares,TRVG
7411,Trevi Therapeutics Inc. Common Stock,TRVI
7412,Trevena Inc. Common Stock,TRVN
7413,TRX Gold Corporation Common Stock,TRX
7414,Tenaris S.A. American Depositary Shares,TS
7415,Telesat Corporation Class A Common Shares and Class B Variable Voting Shares ,TSAT
7416,Timberland Bancorp Inc. Common Stock,TSBK
7417,Tractor Supply Company Common Stock,TSCO
7418,Trinseo PLC Ordinary Shares ,TSE
7419,Tower Semiconductor Ltd. Ordinary Shares,TSEM
7420,Taysha Gene Therapies Inc. Common Stock,TSHA
7421,TCW Strategic Income Fund Inc. Common Stock,TSI
7422,Tishman Speyer Innovation Corp. II Class A common stock,TSIB
7423,Tishman Speyer Innovation Corp. II Unit,TSIBU
7424,Tishman Speyer Innovation Corp. II Warrant,TSIBW
7425,Tesla Inc. Common Stock,TSLA
7426,Sixth Street Specialty Lending Inc. Common Stock,TSLX
7427,Taiwan Semiconductor Manufacturing Company Ltd.,TSM
7428,Tyson Foods Inc. Common Stock,TSN
7429,TuSimple Holdings Inc. Class A Common Stock,TSP
7430,TCW Special Purpose Acquisition Corp. Class A Common Stock,TSPQ
7431,Townsquare Media Inc. Class A Common Stock,TSQ
7432,TSR Inc. Common Stock,TSRI
7433,2seventy bio Inc. Common Stock ,TSVT
7434,Trane Technologies plc,TT
7435,Toro Company (The) Common Stock,TTC
7436,Tattooed Chef Inc Class A Common Stock,TTCF
7437,The Trade Desk Inc. Class A Common Stock,TTD
7438,TotalEnergies SE,TTE
7439,TTEC Holdings Inc. Common Stock,TTEC
7440,Tetra Tech Inc. Common Stock,TTEK
7441,TechTarget Inc. Common Stock,TTGT
7442,Tetra Technologies Inc. Common Stock,TTI
7443,Tata Motors Ltd Tata Motors Limited,TTM
7444,TTM Technologies Inc. Common Stock,TTMI
7445,Titan Pharmaceuticals Inc. Common Stock,TTNP
7446,T2 Biosystems Inc. Common Stock,TTOO
7447,Tortoise Pipeline & Energy Fund Inc. Common Stock,TTP
7448,Tile Shop Holdings Inc. Common Stock,TTSH
7449,Take-Two Interactive Software Inc. Common Stock,TTWO
7450,Telus Corporation Ordinary Shares,TU
7451,Tuesday Morning Corp. Common Stock,TUEM
7452,Tupperware Brands Corporation Common Stock,TUP
7453,180 Degree Capital Corp. Common Stock,TURN
7454,Mammoth Energy Services Inc. Common Stock,TUSK
7455,Tuya Inc. American Depositary Shares each representing one Class A Ordinary Share,TUYA
7456,Grupo Televisa S.A. Common Stock,TV
7457,Tennessee Valley Authority Common Stock,TVC
7458,Tennessee Valley Authority,TVE
7459,Travere Therapeutics Inc. Common Stock,TVTX
7460,Tradeweb Markets Inc. Class A Common Stock,TW
7461,Bilander Acquisition Corp. Unit,TWCBU
7462,Titan International Inc. (DE) Common Stock,TWI
7463,Twin Disc Incorporated Common Stock,TWIN
7464,Thoughtworks Holding Inc. Common Stock,TWKS
7465,Twilio Inc. Class A Common Stock,TWLO
7466,Twelve Seas Investment Company II Class A Common Stock,TWLV
7467,Twelve Seas Investment Company II Unit,TWLVU
